Date,AirportName,PercentOfBaseline
2020-06-24,Detroit Metropolitan Wayne County,49.0
2020-06-24,Hartsfield-Jackson Atlanta International,64.0
2020-06-24,John F. Kennedy International,57.0
2020-06-24,LaGuardia,61.0
2020-06-24,Los Angeles International,67.0
2020-06-24,McCarran International,30.0
2020-06-24,Miami International,85.0
2020-06-24,Newark Liberty International,91.0
2020-06-24,San Francisco International,44.0
2020-06-24,Seattle-Tacoma International,80.0
2020-06-24,Washington Dulles International,67.0
2020-06-25,Boston Logan International,55.0
2020-06-25,Charlotte Douglas International,73.0
2020-06-25,Chicago OHare International,85.0
2020-06-25,Dallas/Fort Worth International,79.0
2020-06-25,Daniel K. Inouye International,88.0
2020-06-25,Denver International,53.0
2020-06-25,Detroit Metropolitan Wayne County,46.0
2020-06-25,Hartsfield-Jackson Atlanta International,65.0
2020-06-25,John F. Kennedy International,60.0
2020-06-25,LaGuardia,57.0
2020-06-25,Los Angeles International,69.0
2020-06-25,McCarran International,34.0
2020-06-25,Miami International,80.0
2020-06-25,Newark Liberty International,98.0
2020-06-25,San Francisco International,47.0
2020-06-25,Seattle-Tacoma International,76.0
2020-06-25,Washington Dulles International,58.0
2020-06-26,Boston Logan International,62.0
2020-06-26,Charlotte Douglas International,84.0
2020-06-26,Chicago OHare International,71.0
2020-06-26,Dallas/Fort Worth International,70.0
2020-06-26,Daniel K. Inouye International,81.0
2020-06-26,Denver International,64.0
2020-06-26,Detroit Metropolitan Wayne County,52.0
2020-06-26,Hartsfield-Jackson Atlanta International,60.0
2020-06-26,John F. Kennedy International,54.0
2020-06-26,LaGuardia,58.0
2020-06-26,Los Angeles International,68.0
2020-06-26,McCarran International,37.0
2020-06-26,Miami International,85.0
2020-06-26,Newark Liberty International,100.0
2020-06-26,San Francisco International,50.0
2020-06-26,Seattle-Tacoma International,73.0
2020-06-26,Washington Dulles International,55.0
2020-06-27,Boston Logan International,54.0
2020-06-27,Charlotte Douglas International,64.0
2020-06-27,Chicago OHare International,72.0
2020-06-27,Dallas/Fort Worth International,62.0
2020-06-27,Daniel K. Inouye International,88.0
2020-06-27,Denver International,47.0
2020-06-27,Detroit Metropolitan Wayne County,40.0
2020-06-27,Hartsfield-Jackson Atlanta International,62.0
2020-06-27,John F. Kennedy International,76.0
2020-06-27,LaGuardia,55.0
2020-06-27,Los Angeles International,59.0
2020-06-27,McCarran International,20.0
2020-06-27,Miami International,72.0
2020-06-27,Newark Liberty International,95.0
2020-06-27,San Francisco International,46.0
2020-06-27,Seattle-Tacoma International,60.0
2020-06-27,Washington Dulles International,56.0
2020-06-28,Boston Logan International,59.0
2020-06-28,Charlotte Douglas International,69.0
2020-06-28,Chicago OHare International,64.0
2020-06-28,Dallas/Fort Worth International,54.0
2020-06-28,Daniel K. Inouye International,92.0
2020-06-28,Denver International,37.0
2020-06-28,Detroit Metropolitan Wayne County,37.0
2020-06-28,Hartsfield-Jackson Atlanta International,57.0
2020-06-28,John F. Kennedy International,82.0
2020-06-28,LaGuardia,44.0
2020-06-28,Los Angeles International,55.0
2020-06-28,McCarran International,16.0
2020-06-28,Miami International,66.0
2020-06-28,Newark Liberty International,100.0
2020-06-28,San Francisco International,24.0
2020-06-28,Seattle-Tacoma International,46.0
2020-06-28,Washington Dulles International,28.0
2020-06-29,Boston Logan International,62.0
2020-06-29,Charlotte Douglas International,80.0
2020-06-29,Chicago OHare International,78.0
2020-06-29,Dallas/Fort Worth International,70.0
2020-06-29,Daniel K. Inouye International,100.0
2020-06-29,Denver International,58.0
2020-06-29,Detroit Metropolitan Wayne County,44.0
2020-06-29,Hartsfield-Jackson Atlanta International,58.0
2020-06-29,John F. Kennedy International,53.0
2020-06-29,LaGuardia,68.0
2020-06-29,Los Angeles International,66.0
2020-06-29,McCarran International,32.0
2020-06-29,Miami International,76.0
2020-06-29,Newark Liberty International,100.0
2020-06-29,San Francisco International,50.0
2020-06-29,Seattle-Tacoma International,61.0
2020-06-29,Washington Dulles International,59.0
2020-06-30,Boston Logan International,61.0
2020-06-30,Charlotte Douglas International,76.0
2020-06-30,Chicago OHare International,82.0
2020-06-30,Dallas/Fort Worth International,77.0
2020-06-30,Daniel K. Inouye International,92.0
2020-06-30,Denver International,60.0
2020-06-30,Detroit Metropolitan Wayne County,55.0
2020-06-30,Hartsfield-Jackson Atlanta International,70.0
2020-06-30,John F. Kennedy International,56.0
2020-06-30,LaGuardia,66.0
2020-06-30,Los Angeles International,72.0
2020-06-30,McCarran International,29.0
2020-06-30,Miami International,87.0
2020-06-30,Newark Liberty International,100.0
2020-06-30,San Francisco International,50.0
2020-06-30,Seattle-Tacoma International,67.0
2020-06-30,Washington Dulles International,53.0
2020-07-01,Boston Logan International,68.0
2020-07-01,Charlotte Douglas International,76.0
2020-07-01,Chicago OHare International,78.0
2020-07-01,Dallas/Fort Worth International,80.0
2020-07-01,Daniel K. Inouye International,75.0
2020-07-01,Denver International,71.0
2020-07-01,Detroit Metropolitan Wayne County,55.0
2020-07-01,Hartsfield-Jackson Atlanta International,63.0
2020-07-01,John F. Kennedy International,53.0
2020-07-01,LaGuardia,76.0
2020-07-01,Los Angeles International,71.0
2020-07-01,McCarran International,37.0
2020-07-01,Miami International,86.0
2020-07-01,Newark Liberty International,94.0
2020-07-01,San Francisco International,52.0
2020-07-01,Seattle-Tacoma International,80.0
2020-07-01,Washington Dulles International,51.0
2020-07-02,Boston Logan International,64.0
2020-07-02,Charlotte Douglas International,73.0
2020-07-02,Chicago OHare International,75.0
2020-07-02,Dallas/Fort Worth International,85.0
2020-07-02,Daniel K. Inouye International,81.0
2020-07-02,Denver International,60.0
2020-07-02,Detroit Metropolitan Wayne County,56.0
2020-07-02,Hartsfield-Jackson Atlanta International,64.0
2020-07-02,John F. Kennedy International,52.0
2020-07-02,LaGuardia,60.0
2020-07-02,Los Angeles International,72.0
2020-07-02,McCarran International,41.0
2020-07-02,Miami International,84.0
2020-07-02,Newark Liberty International,96.0
2020-07-02,San Francisco International,48.0
2020-07-02,Seattle-Tacoma International,74.0
2020-07-02,Washington Dulles International,45.0
2020-07-03,Boston Logan International,57.0
2020-07-03,Charlotte Douglas International,33.0
2020-07-03,Chicago OHare International,44.0
2020-07-03,Dallas/Fort Worth International,41.0
2020-07-03,Daniel K. Inouye International,58.0
2020-07-03,Denver International,36.0
2020-07-03,Detroit Metropolitan Wayne County,44.0
2020-07-03,Hartsfield-Jackson Atlanta International,52.0
2020-07-03,John F. Kennedy International,35.0
2020-07-03,LaGuardia,42.0
2020-07-03,Los Angeles International,61.0
2020-07-03,McCarran International,31.0
2020-07-03,Miami International,54.0
2020-07-03,Newark Liberty International,61.0
2020-07-03,San Francisco International,33.0
2020-07-03,Seattle-Tacoma International,48.0
2020-07-03,Washington Dulles International,28.0
2020-07-04,Boston Logan International,51.0
2020-07-04,Charlotte Douglas International,31.0
2020-07-04,Chicago OHare International,37.0
2020-07-04,Dallas/Fort Worth International,33.0
2020-07-04,Daniel K. Inouye International,57.0
2020-07-04,Denver International,32.0
2020-07-04,Detroit Metropolitan Wayne County,34.0
2020-07-04,Hartsfield-Jackson Atlanta International,38.0
2020-07-04,John F. Kennedy International,48.0
2020-07-04,LaGuardia,36.0
2020-07-04,Los Angeles International,36.0
2020-07-04,McCarran International,17.0
2020-07-04,Miami International,43.0
2020-07-04,Newark Liberty International,65.0
2020-07-04,San Francisco International,22.0
2020-07-04,Seattle-Tacoma International,45.0
2020-07-04,Washington Dulles International,16.0
2020-07-05,Boston Logan International,55.0
2020-07-05,Charlotte Douglas International,42.0
2020-07-05,Chicago OHare International,54.0
2020-07-05,Dallas/Fort Worth International,55.0
2020-07-05,Daniel K. Inouye International,71.0
2020-07-05,Denver International,30.0
2020-07-05,Detroit Metropolitan Wayne County,37.0
2020-07-05,Hartsfield-Jackson Atlanta International,49.0
2020-07-05,John F. Kennedy International,78.0
2020-07-05,LaGuardia,53.0
2020-07-05,Los Angeles International,39.0
2020-07-05,McCarran International,20.0
2020-07-05,Miami International,47.0
2020-07-05,Newark Liberty International,100.0
2020-07-05,San Francisco International,29.0
2020-07-05,Seattle-Tacoma International,46.0
2020-07-05,Washington Dulles International,36.0
2020-07-06,Boston Logan International,65.0
2020-07-06,Charlotte Douglas International,69.0
2020-07-06,Chicago OHare International,73.0
2020-07-06,Dallas/Fort Worth International,70.0
2020-07-06,Daniel K. Inouye International,92.0
2020-07-06,Denver International,52.0
2020-07-06,Detroit Metropolitan Wayne County,52.0
2020-07-06,Hartsfield-Jackson Atlanta International,56.0
2020-07-06,John F. Kennedy International,56.0
2020-07-06,LaGuardia,66.0
2020-07-06,Los Angeles International,69.0
2020-07-06,McCarran International,35.0
2020-07-06,Miami International,70.0
2020-07-06,Newark Liberty International,94.0
2020-07-06,San Francisco International,46.0
2020-07-06,Seattle-Tacoma International,66.0
2020-07-06,Washington Dulles International,45.0
2020-07-07,Boston Logan International,68.0
2020-07-07,Charlotte Douglas International,85.0
2020-07-07,Chicago OHare International,81.0
2020-07-07,Dallas/Fort Worth International,83.0
2020-07-07,Daniel K. Inouye International,95.0
2020-07-07,Denver International,63.0
2020-07-07,Detroit Metropolitan Wayne County,51.0
2020-07-07,Hartsfield-Jackson Atlanta International,64.0
2020-07-07,John F. Kennedy International,60.0
2020-07-07,LaGuardia,70.0
2020-07-07,Los Angeles International,71.0
2020-07-07,McCarran International,43.0
2020-07-07,Miami International,83.0
2020-07-07,Newark Liberty International,100.0
2020-07-07,San Francisco International,53.0
2020-07-07,Seattle-Tacoma International,79.0
2020-07-07,Washington Dulles International,53.0
2020-07-08,Boston Logan International,69.0
2020-07-08,Charlotte Douglas International,92.0
2020-07-08,Chicago OHare International,81.0
2020-07-08,Dallas/Fort Worth International,91.0
2020-07-08,Daniel K. Inouye International,79.0
2020-07-08,Denver International,75.0
2020-07-08,Detroit Metropolitan Wayne County,52.0
2020-07-08,Hartsfield-Jackson Atlanta International,63.0
2020-07-08,John F. Kennedy International,59.0
2020-07-08,LaGuardia,65.0
2020-07-08,Los Angeles International,70.0
2020-07-08,McCarran International,41.0
2020-07-08,Miami International,80.0
2020-07-08,Newark Liberty International,100.0
2020-07-08,San Francisco International,51.0
2020-07-08,Seattle-Tacoma International,79.0
2020-07-08,Washington Dulles International,53.0
2020-07-09,Boston Logan International,64.0
2020-07-09,Charlotte Douglas International,88.0
2020-07-09,Chicago OHare International,77.0
2020-07-09,Dallas/Fort Worth International,82.0
2020-07-09,Daniel K. Inouye International,81.0
2020-07-09,Denver International,66.0
2020-07-09,Detroit Metropolitan Wayne County,48.0
2020-07-09,Hartsfield-Jackson Atlanta International,64.0
2020-07-09,John F. Kennedy International,60.0
2020-07-09,LaGuardia,63.0
2020-07-09,Los Angeles International,73.0
2020-07-09,McCarran International,39.0
2020-07-09,Miami International,76.0
2020-07-09,Newark Liberty International,100.0
2020-07-09,San Francisco International,46.0
2020-07-09,Seattle-Tacoma International,80.0
2020-07-09,Washington Dulles International,57.0
2020-07-10,Boston Logan International,62.0
2020-07-10,Charlotte Douglas International,72.0
2020-07-10,Chicago OHare International,75.0
2020-07-10,Dallas/Fort Worth International,80.0
2020-07-10,Daniel K. Inouye International,85.0
2020-07-10,Denver International,75.0
2020-07-10,Detroit Metropolitan Wayne County,42.0
2020-07-10,Hartsfield-Jackson Atlanta International,60.0
2020-07-10,John F. Kennedy International,56.0
2020-07-10,LaGuardia,72.0
2020-07-10,Los Angeles International,71.0
2020-07-10,McCarran International,40.0
2020-07-10,Miami International,79.0
2020-07-10,Newark Liberty International,100.0
2020-07-10,San Francisco International,49.0
2020-07-10,Seattle-Tacoma International,86.0
2020-07-10,Washington Dulles International,55.0
2020-07-11,Boston Logan International,58.0
2020-07-11,Charlotte Douglas International,61.0
2020-07-11,Chicago OHare International,73.0
2020-07-11,Dallas/Fort Worth International,70.0
2020-07-11,Daniel K. Inouye International,85.0
2020-07-11,Denver International,59.0
2020-07-11,Detroit Metropolitan Wayne County,39.0
2020-07-11,Hartsfield-Jackson Atlanta International,62.0
2020-07-11,John F. Kennedy International,77.0
2020-07-11,LaGuardia,62.0
2020-07-11,Los Angeles International,66.0
2020-07-11,McCarran International,32.0
2020-07-11,Miami International,71.0
2020-07-11,Newark Liberty International,100.0
2020-07-11,San Francisco International,39.0
2020-07-11,Seattle-Tacoma International,55.0
2020-07-11,Washington Dulles International,53.0
2020-07-12,Boston Logan International,64.0
2020-07-12,Charlotte Douglas International,49.0
2020-07-12,Chicago OHare International,58.0
2020-07-12,Dallas/Fort Worth International,54.0
2020-07-12,Daniel K. Inouye International,80.0
2020-07-12,Denver International,65.0
2020-07-12,Detroit Metropolitan Wayne County,31.0
2020-07-12,Hartsfield-Jackson Atlanta International,59.0
2020-07-12,John F. Kennedy International,83.0
2020-07-12,LaGuardia,52.0
2020-07-12,Los Angeles International,57.0
2020-07-12,McCarran International,26.0
2020-07-12,Miami International,76.0
2020-07-12,Newark Liberty International,100.0
2020-07-12,San Francisco International,29.0
2020-07-12,Seattle-Tacoma International,47.0
2020-07-12,Washington Dulles International,38.0
2020-07-13,Boston Logan International,70.0
2020-07-13,Charlotte Douglas International,77.0
2020-07-13,Chicago OHare International,76.0
2020-07-13,Dallas/Fort Worth International,82.0
2020-07-13,Daniel K. Inouye International,81.0
2020-07-13,Denver International,68.0
2020-07-13,Detroit Metropolitan Wayne County,45.0
2020-07-13,Hartsfield-Jackson Atlanta International,57.0
2020-07-13,John F. Kennedy International,55.0
2020-07-13,LaGuardia,71.0
2020-07-13,Los Angeles International,75.0
2020-07-13,McCarran International,53.0
2020-07-13,Miami International,74.0
2020-07-13,Newark Liberty International,100.0
2020-07-13,San Francisco International,48.0
2020-07-13,Seattle-Tacoma International,63.0
2020-07-13,Washington Dulles International,55.0
2020-07-14,Boston Logan International,64.0
2020-07-14,Charlotte Douglas International,81.0
2020-07-14,Chicago OHare International,77.0
2020-07-14,Dallas/Fort Worth International,90.0
2020-07-14,Daniel K. Inouye International,98.0
2020-07-14,Denver International,75.0
2020-07-14,Detroit Metropolitan Wayne County,57.0
2020-07-14,Hartsfield-Jackson Atlanta International,71.0
2020-07-14,John F. Kennedy International,59.0
2020-07-14,LaGuardia,66.0
2020-07-14,Los Angeles International,79.0
2020-07-14,McCarran International,42.0
2020-07-14,Miami International,74.0
2020-07-14,Newark Liberty International,100.0
2020-07-14,San Francisco International,49.0
2020-07-14,Seattle-Tacoma International,77.0
2020-07-14,Washington Dulles International,63.0
2020-07-15,Boston Logan International,70.0
